step,Gt_log,Gt_log_EMA,Sm_log_avg,Sm_log_std,Sm_log_cls_avg,Sm_log_cls_avg_generic,Sm_raw_cls_avg,TaskHead_Sm_log_task,TaskHead_Sm_raw_task,lambda_max_est,lambda_max_EMA,gamma_t,noise_std,module_loss_avg,module_policy_loss_avg,module_pred_loss_avg,meta_loss,module_entropy_avg,module_grad_norm_avg,meta_grad_norm,cls_norm,cls_density,TaskCorrect,TaskAccuracy_Recent,OOD_Accuracy,OOD_Loss
2400,0.3888532668352127,0.3738048344175153,0.3888532668352127,0.4889306697261551,0.3888532668352127,0.10656903684139252,0.6945427656173706,9.370504379272461,11736.0302734375,NaN,-0.01,0.18327556550502777,0.047648,400.47224950790405,398.04969787597656,2.4225528687238693,0.051721226423978806,-3400.0594482421875,1.9170476351861572,0.0023204948014714202,99.98772430419922,0.0498046875,0,0.01,NaN,NaN
2600,0.42260875552892685,0.38814498074925174,0.42260875552892685,0.4694468523762784,0.42260875552892685,0.15157940983772278,0.7329524718225002,6.029366493225098,414.4518127441406,NaN,-0.01,0.1842329502105713,0.047452,547.0580770969391,545.4370574951172,1.6210261806845665,0.053705547004938126,-3400.0594482421875,6.150339342424262,3.92646898126348e-05,99.98707580566406,0.0498046875,0,0.005,NaN,NaN
2800,0.3140213465085253,0.38443072619390645,0.3140213465085253,0.5321055059813488,0.3140213465085253,0.006810542196035385,0.6152825279859826,5.8894829750061035,360.218505859375,NaN,-0.01,0.1839086264371872,0.047256,58.65063154697418,57.17315101623535,1.4774786507477984,0.05319162830710411,-3400.0594482421875,4.70349343720971,0.00034747546927475396,99.98403930664062,0.0498046875,0,0.01,NaN,NaN
3000,0.43068524822592735,0.37423833550575064,0.43068524822592735,0.4647381618757277,0.43068524822592735,0.16236910223960876,0.7423607856035233,9.416971206665039,12294.2802734375,NaN,-0.01,0.18301042914390564,0.047060000000000005,588.8512673377991,586.3752288818359,2.4760196171700954,0.05178125575184822,-3400.0594482421875,2.1976404221833654,0.0019557809559471984,99.98262786865234,0.0498046875,0,0.015,NaN,NaN
3200,0.3861337061971426,0.37915614384862445,0.3861337061971426,0.4904961861693572,0.3861337061971426,0.10294927656650543,0.6915152166038752,8.986161231994629,7990.72216796875,NaN,-0.01,0.18308986723423004,0.046864,383.1669428348541,380.8431854248047,2.323752259835601,0.052461810410022736,-3400.0594482421875,1.9155607298330832,0.00019692548377735897,99.98638916015625,0.0498046875,0,0.015,NaN,NaN
3400,0.31205254094675183,0.3742051252971948,0.31205254094675183,0.5332592595278167,0.31205254094675183,0.004175176844000816,0.613321291632019,9.019635200500488,8262.76171875,NaN,-0.01,0.18247580528259277,0.046668,50.513845682144165,48.255805015563965,2.2580401827581227,0.05177668482065201,-3400.0594482421875,1.0485505633774583,0.001642872797539898,99.98622131347656,0.0498046875,0,0.005,NaN,NaN
3600,0.531559407711029,0.3827656655221767,0.531559407711029,0.4065414873384801,0.531559407711029,0.2968434989452362,0.8694071099162102,9.783843040466309,17743.70703125,NaN,-0.01,0.18211820721626282,0.046472,1038.770026922226,1036.1014099121094,2.6685933768749237,0.052961066365242004,-3400.0594482421875,2.2517100403889563,0.002460797052843705,99.98780822753906,0.0498046875,0,0.0,NaN,NaN
3800,0.35447757598012686,0.38101798153753097,0.35447757598012686,0.5087968612921366,0.35447757598012686,0.0607244074344635,0.6571837132796645,9.285408020019531,10778.5751953125,NaN,-0.01,0.18167704343795776,0.046276000000000005,242.81854438781738,240.45164489746094,2.366895309649408,0.05271940678358078,-3400.0594482421875,1.919392071764919,0.0008619647429335752,99.98991394042969,0.0498046875,0,0.01,NaN,NaN
4000,0.4300961494445801,0.37498940243867473,0.4300961494445801,0.4650239465780812,0.4300961494445801,0.16161465644836426,0.7416150979697704,4.58423376083374,96.92810821533203,NaN,-0.01,0.17971286177635193,0.04608,590.6906598806381,589.4234008789062,1.2672694325447083,0.05188526213169098,-3400.0594482421875,9.789488621378153,0.0008107650155893824,99.97607421875,0.0498046875,0,0.0,NaN,NaN
4200,0.33164810948073864,0.38351018874784876,0.33164810948073864,0.5219535589887873,0.33164810948073864,0.030298111960291862,0.6332662696950138,8.262569427490234,3875.0419921875,NaN,-0.01,0.17912915349006653,0.045884,138.73818492889404,136.64982223510742,2.088365940377116,0.05306410416960716,-3400.0594482421875,1.9585800862599614,0.002226711899062311,99.98716735839844,0.0498046875,0,0.01,NaN,NaN
4400,0.37220549397170544,0.37767474948982177,0.37220549397170544,0.49856384094557654,0.37220549397170544,0.08435964584350586,0.6762488000094891,9.596776962280273,14716.267578125,NaN,-0.01,0.1873398721218109,0.045688000000000006,324.73461294174194,322.2721405029297,2.4624639730900526,0.05222558602690697,-3400.0594482421875,1.7361371986679859,0.03647418755998511,99.9903335571289,0.0498046875,0,0.0,NaN,NaN
4600,0.5110837370157242,0.3773112094036703,0.5110837370157242,0.4183162463253405,0.5110837370157242,0.2695716917514801,0.8421830907464027,9.349098205566406,11487.453125,NaN,-0.01,0.19999605417251587,0.045492000000000005,955.1123600006104,952.5728759765625,2.539453312754631,0.05220653861761093,-3400.0594482421875,2.4861928799760196,0.0001050127827614701,99.98165893554688,0.0498046875,0,0.0,NaN,NaN
4800,0.31549562863074243,0.3754291726290568,0.31549562863074243,0.531291977835048,0.31549562863074243,0.008754079230129719,0.6168083844240755,7.376420021057129,1596.8594970703125,NaN,-0.01,0.19999602437019348,0.045296,65.36213898658752,63.51146697998047,1.8506705646868795,0.05194613337516785,-3400.0594482421875,2.690093821423913,0.00037864094429964935,99.98873138427734,0.0498046875,0,0.01,NaN,NaN
5000,0.4002777710556984,0.36983183305649103,0.4002777710556984,0.48233742126480855,0.4002777710556984,0.12180083245038986,0.7073514610528946,9.160670280456543,9514.431640625,NaN,-0.01,0.1999959945678711,0.0451,453.81543612480164,451.4339141845703,2.381518192589283,0.05117165669798851,-3400.0594482421875,2.2726264204959987,5.141801513294667e-05,99.98790740966797,0.0498046875,0,0.005,NaN,NaN
5200,0.41181403771042824,0.3869147797637631,0.41181403771042824,0.4756539058349361,0.41181403771042824,0.137195885181427,0.7204598225653172,6.9470319747924805,1039.05810546875,NaN,-0.01,0.1999959945678711,0.044904,503.9830958843231,502.14344787597656,1.8396548964083195,0.0535353347659111,-3400.0594482421875,4.315351984652193,0.00044376778460359544,99.9850845336914,0.0498046875,0,0.005,NaN,NaN
5400,0.3657297696918249,0.3799074749429204,0.3657297696918249,0.5022971784332743,0.3657297696918249,0.07572861015796661,0.6692277640104294,8.66253662109375,5781.1826171875,NaN,-0.01,0.1999959647655487,0.044708000000000005,291.3987579345703,289.17633056640625,2.222430607303977,0.05256577208638191,-3400.0594482421875,2.112955877252229,0.0006465647463118771,99.9896469116211,0.0498046875,0,0.0,NaN,NaN
5600,0.3386570867151022,0.3714491174176744,0.3386570867151022,0.5179348253187499,0.3386570867151022,0.0396273210644722,0.6405537175014615,8.67308235168457,5842.48388671875,NaN,-0.01,0.19999593496322632,0.044512,170.1620488166809,167.96405792236328,2.1979910787194967,0.05139543116092682,-3400.0594482421875,1.8697279937419717,0.0003480446634246337,99.99057006835938,0.0498046875,0,0.01,NaN,NaN
5800,0.34783710539340973,0.36867911536378445,0.34783710539340973,0.5125651916401549,0.34783710539340973,0.051907479763031006,0.6500916639342904,4.98949670791626,145.86248779296875,NaN,-0.01,0.19999587535858154,0.044316,212.48567831516266,211.19937133789062,1.2863047868013382,0.05101216211915016,-3400.0594482421875,9.26723646225986,0.0004985815060892433,99.98208618164062,0.0498046875,0,0.005,NaN,NaN
6000,0.4290212616324425,0.369337718597515,0.4290212616324425,0.46574624075449583,0.4290212616324425,0.16012640297412872,0.7404495812952518,3.2576944828033447,24.98954963684082,NaN,-0.01,0.19999584555625916,0.044120000000000006,580.5844278931618,579.6499176025391,0.9345184192061424,0.05110329017043114,-3400.0594482421875,19.3292420007327,0.0006014316000450213,99.98770904541016,0.0498046875,0,0.01,NaN,NaN
6200,0.39752812683582306,0.3728165688873786,0.39752812683582306,0.4839328277034833,0.39752812683582306,0.11813011020421982,0.7042591739445925,8.853068351745605,6994.82275390625,NaN,-0.01,0.19999578595161438,0.043924000000000005,438.7182261943817,436.4163513183594,2.301864668726921,0.0515846386551857,-3400.0594482421875,2.2290393381368903,5.162189165692482e-05,99.98886108398438,0.0498046875,0,0.01,NaN,NaN
6400,0.39296751469373703,0.38585350430715165,0.39296751469373703,0.4865511510124898,0.39296751469373703,0.11205966770648956,0.699125973507762,3.5975449085235596,35.50849533081055,NaN,-0.01,0.1999957263469696,0.043728,419.72723656892776,418.7438049316406,0.9834309741854668,0.05338848754763603,-3400.0594482421875,17.852843134417544,0.00012010719352948429,99.9866714477539,0.0498046875,0,0.02,NaN,NaN
6600,0.4665328189730644,0.38404409322511246,0.4665328189730644,0.4440882315470073,0.4665328189730644,0.2101425975561142,0.7855940870940685,8.716489791870117,6101.720703125,NaN,-0.01,0.19999563694000244,0.043532,745.7152400016785,743.3784942626953,2.3367293998599052,0.0531381294131279,-3400.0594482421875,2.2911450733797314,1.326282140080141e-05,99.987548828125,0.0498046875,0,0.005,NaN,NaN
6800,0.37022040970623493,0.3797779476996869,0.37022040970623493,0.4996910394803266,0.37022040970623493,0.08172407746315002,0.6740723382681608,8.204813957214355,3657.520751953125,NaN,-0.01,0.1999954730272293,0.043336,315.91250109672546,313.8000030517578,2.112496541813016,0.05254784971475601,-3400.0594482421875,2.4032765413309036,0.001086238971180645,99.98796844482422,0.0498046875,0,0.01,NaN,NaN
7000,0.35766032338142395,0.37334968384995904,0.35766032338142395,0.5068743179710439,0.35766032338142395,0.06501662731170654,0.6604860667139292,6.021559715270996,411.2210998535156,NaN,-0.01,0.19999518990516663,0.043140000000000005,258.83329367637634,257.27913665771484,1.554152399301529,0.05165839567780495,-3400.0594482421875,5.898718260668646,0.0016669870373862336,99.97965240478516,0.0498046875,0,0.01,NaN,NaN
7200,0.3926297463476658,0.3772918901159224,0.3926297463476658,0.48675717722256706,0.3926297463476658,0.11160135269165039,0.6987606380134821,6.188835144042969,486.2781677246094,NaN,-0.01,0.1999947428703308,0.042944,412.321683883667,410.69078063964844,1.6309098042547703,0.05220385640859604,-3400.0594482421875,5.446200694207771,0.0022184519660267063,99.98835754394531,0.0498046875,0,0.005,NaN,NaN
7400,0.3521753987297416,0.37460753409793784,0.3521753987297416,0.5100900625672108,0.3521753987297416,0.057675182819366455,0.6547044767066836,5.649805068969727,283.2359924316406,NaN,-0.01,0.1999923288822174,0.042748,231.68764352798462,230.23193359375,1.455707653425634,0.051831286400556564,-3400.0594482421875,5.892309970532436,0.020702886776858116,99.98561096191406,0.0498046875,0,0.005,NaN,NaN
7600,0.42464564740657806,0.3819272227550734,0.42464564740657806,0.46824450723288724,0.42464564740657806,0.15430472791194916,0.7353043556213379,9.44149112701416,12599.494140625,NaN,-0.01,0.17163892090320587,0.042552000000000006,558.928838968277,556.4527282714844,2.4761013239622116,0.05284523218870163,-3400.0594482421875,2.2657277648352228,0.00015712837471024247,99.98507690429688,0.0498046875,0,0.01,NaN,NaN
7800,0.33976458106189966,0.37559809715465214,0.33976458106189966,0.5172934712577814,0.33976458106189966,0.041106127202510834,0.6417038617655635,6.899989128112793,991.2637329101562,NaN,-0.01,0.1714109629392624,0.042356000000000005,176.03118777275085,174.27536010742188,1.7558268764987588,0.0519695058465004,-3400.0594482421875,3.3308791961168494,0.0002641546324870705,99.9901123046875,0.0498046875,0,0.0,NaN,NaN
8000,0.44951900094747543,0.376436029276991,0.44951900094747543,0.45381312997049156,0.44951900094747543,0.18751280009746552,0.7647439427673817,6.915186882019043,1006.4592895507812,NaN,-0.01,0.1713556945323944,0.04216,673.670752286911,671.8013153076172,1.869431309401989,0.05208544433116913,-3400.0594482421875,4.233641847728892,0.00020455190390399083,99.97586059570312,0.0498046875,0,0.0,NaN,NaN
8200,0.3884756863117218,0.38063954119327365,0.3884756863117218,0.4890852046241002,0.3884756863117218,0.10610227286815643,0.6940588001161814,8.599248886108398,5426.57958984375,NaN,-0.01,0.1715247631072998,0.041964,399.5883193016052,397.35894775390625,2.2293889224529266,0.0526670441031456,-3400.0594482421875,2.4457102407959583,0.0007563519321184223,99.97996520996094,0.0498046875,0,0.015,NaN,NaN
8400,0.35400206502527,0.3829596640182565,0.35400206502527,0.5090245144465892,0.35400206502527,0.06011701747775078,0.6566307162865996,7.255106449127197,1414.3133544921875,NaN,-0.01,0.17155711352825165,0.041768,238.070902466774,236.21204376220703,1.8588643735274673,0.05298808217048645,-3400.0594482421875,3.081527791109301,0.00030936832995818255,99.98428344726562,0.0498046875,0,0.0,NaN,NaN
8600,0.43098271265625954,0.3759127089516143,0.43098271265625954,0.4646172301957074,0.43098271265625954,0.16273769736289978,0.7427595891058445,8.319819450378418,4103.41943359375,NaN,-0.01,0.1711598038673401,0.041572000000000005,585.2566974163055,583.0546875,2.202008131891489,0.052013035863637924,-3400.0594482421875,2.6223015714941083,6.907846934608106e-05,99.98855590820312,0.0498046875,0,0.005,NaN,NaN
8800,0.455884113907814,0.3786108136967686,0.455884113907814,0.45021435845069147,0.455884113907814,0.19595280289649963,0.772529847919941,8.32326889038086,4117.6025390625,NaN,-0.01,0.17120645940303802,0.041376,694.9899969100952,692.7622222900391,2.227781817317009,0.05238635092973709,-3400.0594482421875,5.059175112248915,0.00036706253434874595,99.98575592041016,0.0498046875,0,0.01,NaN,NaN
9000,0.3329505124129355,0.3792689603957041,0.3329505124129355,0.5212221365183368,0.3329505124129355,0.032024361193180084,0.6346299657598138,5.68197774887085,292.5293273925781,NaN,-0.01,0.171224907040596,0.04118,145.65423238277435,144.20972061157227,1.4445127048529685,0.05247742310166359,-3400.0594482421875,5.587379983302449,0.00019504760975714937,99.98934173583984,0.0498046875,0,0.005,NaN,NaN
9200,0.31281147350091487,0.37344894618874364,0.31281147350091487,0.5328255868144492,0.31281147350091487,0.005184544250369072,0.6140884143533185,8.541574478149414,5122.40673828125,NaN,-0.01,0.17091423273086548,0.04098400000000001,53.54348039627075,51.404197692871094,2.1392820273758844,0.05167211964726448,-3400.0594482421875,1.4349124239851783,0.0006745543998254234,99.98675537109375,0.0498046875,0,0.005,NaN,NaN
9400,0.3698528464883566,0.3783300387589712,0.3698528464883566,0.499905135624643,0.3698528464883566,0.0812334269285202,0.6736750472337008,9.548724174499512,14025.7822265625,NaN,-0.01,0.17094144225120544,0.040788000000000005,309.85641169548035,307.4083023071289,2.4481061156839132,0.05234751105308533,-3400.0594482421875,2.4185014095961286,0.00022495164082269806,99.98808288574219,0.0498046875,0,0.0,NaN,NaN
9600,0.3100671347929165,0.3696825749461219,0.3100671347929165,0.5344202944846703,0.3100671347929165,0.0015194651205092669,0.6113457790634129,8.52323055267334,5029.2802734375,NaN,-0.01,0.17048104107379913,0.040592,41.328728437423706,39.196781158447266,2.1319472369505093,0.05115099623799324,-3400.0594482421875,1.4332479182074949,0.000370155613046899,99.9880142211914,0.0498046875,0,0.0,NaN,NaN
9800,0.3574692253023386,0.38387330081768145,0.3574692253023386,0.5070816631815396,0.3574692253023386,0.06470608711242676,0.6603816207498312,7.354024887084961,1561.4722900390625,NaN,-0.01,0.17097339034080505,0.040396,255.6278738975525,253.74083709716797,1.8870357815176249,0.05311443656682968,-3400.0594482421875,3.151587768469942,0.0012880568093912993,99.9914321899414,0.0498046875,0,0.015,NaN,NaN
10000,0.36143145337700844,0.3838602527555447,0.36143145337700844,0.5047912090170341,0.36143145337700844,0.0699901208281517,0.664617408066988,6.297914981842041,542.4376220703125,NaN,-0.01,0.17103880643844604,0.0402,274.0297476053238,272.4027786254883,1.6269713379442692,0.05311260744929314,-3400.0594482421875,4.927890852005552,0.0015213147089143603,99.99120330810547,0.0498046875,0,0.005,NaN,NaN
10200,0.3620568085461855,0.3773847147515433,0.3620568085461855,0.504407947679989,0.3620568085461855,0.07083700597286224,0.6652654614299536,8.699578285217285,5999.3837890625,NaN,-0.01,0.17046494781970978,0.040004000000000005,276.03747391700745,273.80945587158203,2.228022323921323,0.05221661925315857,-3400.0594482421875,1.9038263590673719,0.001464592348941951,99.98844909667969,0.0498046875,0,0.0,NaN,NaN
10400,0.343087331391871,0.37723884635784566,0.343087331391871,0.5153796205828635,0.343087331391871,0.04553323984146118,0.6451789848506451,9.559550285339355,14178.4736328125,NaN,-0.01,0.1701706498861313,0.039808,190.93318819999695,188.50915145874023,2.4240375021472573,0.05219646915793419,-3400.0594482421875,1.3879568564316087,0.0011222392656161425,99.99079895019531,0.0498046875,0,0.0,NaN,NaN
10600,0.35700816102325916,0.3725283764251919,0.35700816102325916,0.507241642767219,0.35700816102325916,0.06415276229381561,0.6597805675119162,7.7322893142700195,2279.818115234375,NaN,-0.01,0.16948899626731873,0.039612,254.36704754829407,252.3858642578125,1.9811868984252214,0.05154474824666977,-3400.0594482421875,3.4215707929597046,0.0006384133273110831,99.97844696044922,0.0498046875,0,0.005,NaN,NaN
10800,0.36080469749867916,0.38015942846604056,0.36080469749867916,0.5051605429713375,0.36080469749867916,0.06915047764778137,0.6639529336243868,10.002406120300293,22078.525390625,NaN,-0.01,0.16953065991401672,0.03941600000000001,271.14585757255554,268.59339141845703,2.552464386448264,0.05260052904486656,-3400.0594482421875,1.9160207836918244,0.001522800200688324,99.99205017089844,0.0498046875,0,0.01,NaN,NaN
11000,0.4291069768369198,0.37649363538543457,0.4291069768369198,0.46566444552427455,0.4291069768369198,0.16025857627391815,0.7405191212892532,1.5783839225769043,3.847116231918335,NaN,-0.01,0.1694916933774948,0.039220000000000005,575.9466742277145,575.431884765625,0.5147899053990841,0.05209318920969963,-3400.0594482421875,38.47772114133903,0.002333411001566765,99.98393249511719,0.0498046875,0,0.005,NaN,NaN
11200,0.32863162690773606,0.3731588458411221,0.32863162690773606,0.5236857869180418,0.32863162690773606,0.026283886283636093,0.6301514329388738,7.433326721191406,1690.4248046875,NaN,-0.01,0.16810455918312073,0.039024,124.09452629089355,122.21648406982422,1.8780445926822722,0.05163198336958885,-3400.0594482421875,2.3641246235856657,0.0005695637470086136,99.98553466796875,0.0498046875,0,0.0,NaN,NaN
11400,0.42938727140426636,0.3798761356392577,0.42938727140426636,0.4654659780560172,0.42938727140426636,0.16065065562725067,0.7408143393695354,5.912315368652344,368.560791015625,NaN,-0.01,0.16819974780082703,0.038828,582.2843990325928,580.6858367919922,1.5985668301582336,0.052561428397893906,-3400.0594482421875,5.561686630761834,0.0004594888161553827,99.98004913330078,0.0498046875,0,0.0,NaN,NaN
11600,0.4669140428304672,0.37660345648869054,0.4669140428304672,0.44387263594689247,0.4669140428304672,0.21065106987953186,0.7860668711364269,9.393960952758789,12014.59765625,NaN,-0.01,0.16613619029521942,0.038632,757.7566781044006,755.2502136230469,2.5064785331487656,0.052108608186244965,-3400.0594482421875,6.489207398274776,0.00022865892398467563,99.98751068115234,0.0498046875,0,0.005,NaN,NaN
11800,0.34205820318311453,0.3738502673857806,0.34205820318311453,0.5159863924512356,0.34205820318311453,0.04415404051542282,0.6441154880449176,9.62143611907959,15083.693359375,NaN,-0.01,0.16529162228107452,0.038436000000000005,186.67106413841248,184.23258590698242,2.438474557362497,0.051727451384067535,-3400.0594482421875,1.410491510212676,0.0021221751162520774,99.99227905273438,0.0498046875,0,0.0,NaN,NaN
12000,0.3200687381904572,0.36617450088884373,0.3200687381904572,0.5286704460617786,0.3200687381904572,0.014840829186141491,0.6214554375037551,8.785904884338379,6540.390625,NaN,-0.01,0.16106964647769928,0.03824,86.58141732215881,84.37380981445312,2.207606843439862,0.0506654791533947,-3400.0594482421875,1.6149198037143924,0.0015904891796505243,99.99099731445312,0.0498046875,0,0.005,NaN,NaN
12200,0.35809991881251335,0.36661069162973825,0.35809991881251335,0.5066762815006668,0.35809991881251335,0.06557057052850723,0.6610125321894884,6.778384685516357,877.6480712890625,NaN,-0.01,0.15787369012832642,0.038044,259.2049950361252,257.46121978759766,1.7437740974128246,0.050725966691970825,-3400.0594482421875,4.041553360564948,0.00017334611955359828,99.9864501953125,0.0498046875,0,0.005,NaN,NaN
12400,0.3488829731941223,0.3694009497825971,0.3488829731941223,0.5120397084183553,0.3488829731941223,0.05325750634074211,0.6512742470949888,8.995511054992676,8065.78759765625,NaN,-0.01,0.15728649497032166,0.03784800000000001,217.37911915779114,215.09030151367188,2.288820892572403,0.051112011075019836,-3400.0594482421875,1.83923537680911,0.0006417887162819145,99.99148559570312,0.0498046875,0,0.01,NaN,NaN
12600,0.41474881768226624,0.37644603102597357,0.41474881768226624,0.4740032886448498,0.41474881768226624,0.14109115302562714,0.723870363086462,8.06151294708252,3169.081298828125,NaN,-0.01,0.15683028101921082,0.037652000000000005,516.9162876605988,514.7950897216797,2.12119659781456,0.05208680406212807,-3400.0594482421875,3.2193843372293274,0.000642174169188624,99.98884582519531,0.0498046875,0,0.0,NaN,NaN
12800,0.40370694175362587,0.3700318172344049,0.40370694175362587,0.4803775573352108,0.40370694175362587,0.1263645887374878,0.711251188069582,4.010852813720703,54.19392395019531,NaN,-0.01,0.14849908649921417,0.037456,462.50341510772705,461.4059295654297,1.097486648708582,0.05119878053665161,-3400.0594482421875,14.401816170313305,0.0029236861193183807,99.98970031738281,0.0498046875,0,0.005,NaN,NaN
13000,0.34671999886631966,0.3715982555949334,0.34671999886631966,0.5132953265194751,0.34671999886631966,0.0503709577023983,0.6490022111684084,9.49888801574707,13343.876953125,NaN,-0.01,0.13756807148456573,0.03726,206.357075214386,203.94457244873047,2.4125002212822437,0.051415953785181046,-3400.0594482421875,1.5134693574437201,0.001267516045196363,99.99203491210938,0.0498046875,0,0.0,NaN,NaN
13200,0.3617426007986069,0.3648420053759287,0.3617426007986069,0.5045846511964264,0.3617426007986069,0.07042346894741058,0.6649211216717958,7.025367736816406,1123.808349609375,NaN,-0.01,0.1274816393852234,0.037064,275.2110233306885,273.40187072753906,1.8091595321893692,0.05048079788684845,-3400.0594482421875,3.6244835259759487,0.002404502611366061,99.98729705810547,0.0498046875,0,0.0,NaN,NaN
13400,0.32655548118054867,0.37265209869845173,0.32655548118054867,0.5248958236936592,0.32655548118054867,0.023507384583353996,0.6280363430269063,4.083314895629883,58.34185028076172,NaN,-0.01,0.11060262471437454,0.036868,114.92872667312622,113.89026260375977,1.038459261879325,0.051559846848249435,-3400.0594482421875,11.310244308012775,0.005194575846683736,99.9872817993164,0.0498046875,0,0.005,NaN,NaN
13600,0.32011463842354715,0.3755042422748762,0.32011463842354715,0.5286374001589687,0.32011463842354715,0.014905924908816814,0.6214950238354504,8.588261604309082,5367.27294921875,NaN,-0.01,0.020849429070949554,0.036672,86.7276337146759,84.56938934326172,2.158244844293222,0.03969797492027283,-3400.0594482421875,1.5192742012033102,1.3174756061966684,99.99017333984375,0.0498046875,0,0.02,NaN,NaN
