step,Gt_log,Gt_log_EMA,Sm_log_avg,Sm_log_std,Sm_log_cls_avg,Sm_raw_cls_avg,lambda_max_est,lambda_max_EMA,gamma_t,noise_std,module_loss_avg,module_policy_loss_avg,module_pred_loss_avg,meta_loss,module_entropy_avg,module_grad_norm_avg,meta_grad_norm,cls_norm,cls_density,OOD_Accuracy,OOD_Loss
42,0.39768753945827484,0.23470678658658886,0.39768753945827484,0.03057745965554137,0.39768753945827484,0.489083006978035,NaN,-0.01,0.1123102605342865,0.049794200000000004,-1217.1118469238281,-1217.5095520019531,0.39768753945827484,0.03247508034110069,2972.84130859375,1.8998514906942434,0.000548807616757851,43.42289733886719,0.0498046875,NaN,NaN
43,0.39507298916578293,0.23631044861238082,0.39507298916578293,0.030338149356827025,0.39507298916578293,0.48518379032611847,NaN,-0.01,0.11227017641067505,0.0497893,-1207.822265625,-1208.2173461914062,0.39507298916578293,0.03269696608185768,2972.84130859375,1.9995014409022827,0.000595678454288502,43.232322692871094,0.0498046875,NaN,NaN
44,0.382483534514904,0.23777217947140605,0.382483534514904,0.03083540646193437,0.382483534514904,0.46662603318691254,NaN,-0.01,0.11222699284553528,0.0497844,-1166.6179809570312,-1167.0004577636719,0.382483534514904,0.03289921209216118,2972.84130859375,1.9978581039198016,0.0006371600811568357,42.33225631713867,0.0498046875,NaN,NaN
45,0.3827671632170677,0.23922212930886266,0.3827671632170677,0.031004233381732436,0.3827671632170677,0.46704984456300735,NaN,-0.01,0.11218121647834778,0.049779500000000004,-1164.9552917480469,-1165.3380432128906,0.3827671632170677,0.03309982642531395,2972.84130859375,1.7112840594064882,0.0006688969313638376,42.367305755615234,0.0498046875,NaN,NaN
46,0.3728936016559601,0.24055884403233363,0.3728936016559601,0.024000316874269376,0.3728936016559601,0.4523519203066826,NaN,-0.01,0.11213267594575882,0.0497746,-1123.5153503417969,-1123.8882446289062,0.3728936016559601,0.03328477591276169,2972.84130859375,1.414991744886013,0.0007035811445462251,41.94366455078125,0.0498046875,NaN,NaN
47,0.3498619347810745,0.24165187493982104,0.3498619347810745,0.030704090152633135,0.3498619347810745,0.4195484071969986,NaN,-0.01,0.11208164691925049,0.0497697,-1069.721923828125,-1070.071792602539,0.3498619347810745,0.03343600779771805,2972.84130859375,1.6327287130376038,0.0007324246689623948,40.0392951965332,0.0498046875,NaN,NaN
48,0.3448115736246109,0.24268347192666895,0.3448115736246109,0.03072304671250558,0.3448115736246109,0.4123981073498726,NaN,-0.01,0.1120288148522377,0.049764800000000005,-1054.9051513671875,-1055.2499542236328,0.3448115736246109,0.033578742295503616,2972.84130859375,1.6237581481796988,0.0007481714430312937,39.69673538208008,0.0498046875,NaN,NaN
49,0.3495056554675102,0.24375169376207736,0.3495056554675102,0.03235447482686142,0.3495056554675102,0.4191179722547531,NaN,-0.01,0.11197400093078613,0.0497599,-1070.0206298828125,-1070.3701477050781,0.3495056554675102,0.033726539462804794,2972.84130859375,1.4697382717764969,0.0007683928614233432,39.989017486572266,0.0498046875,NaN,NaN
50,0.3582831472158432,0.244897008296615,0.3582831472158432,0.031576876045734746,0.3582831472158432,0.4315928518772125,NaN,-0.01,0.11191676557064056,0.049755,-1097.7354431152344,-1098.09375,0.3582831472158432,0.03388500213623047,2972.84130859375,1.562357836858995,0.0007984604398326054,40.64133834838867,0.0498046875,NaN,NaN
51,0.3624287396669388,0.24607232561031825,0.3624287396669388,0.0296478166403239,0.3624287396669388,0.43745360523462296,NaN,-0.01,0.11185664683580399,0.049750100000000005,-1106.084716796875,-1106.4471740722656,0.3624287396669388,0.03404761850833893,2972.84130859375,1.4255084249821752,0.0008377621431273332,41.02109909057617,0.0498046875,NaN,NaN
52,0.3579658418893814,0.24719126077310888,0.3579658418893814,0.02953494666207021,0.3579658418893814,0.43104780465364456,NaN,-0.01,0.11179351806640625,0.0497452,-1098.636474609375,-1098.9944458007812,0.3579658418893814,0.03420243412256241,2972.84130859375,1.8874401105244933,0.0008796110898067732,40.68244552612305,0.0498046875,NaN,NaN
53,0.3479892387986183,0.24819924055336398,0.3479892387986183,0.030059438503952686,0.3479892387986183,0.4168643355369568,NaN,-0.01,0.11172757297754288,0.0497403,-1065.2559814453125,-1065.6039733886719,0.3479892387986183,0.03434189036488533,2972.84130859375,1.701828787502988,0.0009168545408858771,39.92658233642578,0.0498046875,NaN,NaN
54,0.36196739226579666,0.2493369220704883,0.36196739226579666,0.034854882744342695,0.36196739226579666,0.4370363652706146,NaN,-0.01,0.11165914684534073,0.049735400000000006,-1117.5597229003906,-1117.9217224121094,0.36196739226579666,0.03449930250644684,2972.84130859375,1.6293241633036284,0.0009480630783007144,40.759193420410156,0.0498046875,NaN,NaN
55,0.3596835434436798,0.2504403882842202,0.3596835434436798,0.03400023260795915,0.3596835434436798,0.4337151125073433,NaN,-0.01,0.11158756166696548,0.049730500000000004,-1101.2648010253906,-1101.62451171875,0.3596835434436798,0.034651968628168106,2972.84130859375,1.7339882166990708,0.0009931235406870967,40.65261459350586,0.0498046875,NaN,NaN
56,0.356249675154686,0.2514984811529249,0.356249675154686,0.034088691653234714,0.356249675154686,0.42880475521087646,NaN,-0.01,0.11151296645402908,0.0497256,-1101.5378112792969,-1101.8940887451172,0.356249675154686,0.03479836881160736,2972.84130859375,1.7364714952021167,0.0010348224933881146,40.3934440612793,0.0498046875,NaN,NaN
57,0.36809277534484863,0.25266442409484413,0.36809277534484863,0.031211518188197878,0.36809277534484863,0.4456884413957596,NaN,-0.01,0.11143549531698227,0.0497207,-1132.7720642089844,-1133.1401672363281,0.36809277534484863,0.03495967760682106,2972.84130859375,1.6405363936921487,0.0010744652216435197,41.356483459472656,0.0498046875,NaN,NaN
58,0.40019503980875015,0.25413973025198316,0.40019503980875015,0.02888316036530004,0.40019503980875015,0.4927450641989708,NaN,-0.01,0.11135464161634445,0.049715800000000004,-1205.3552856445312,-1205.7554626464844,0.40019503980875015,0.035163793712854385,2972.84130859375,1.6329500831414578,0.0011258560529323937,43.712650299072266,0.0498046875,NaN,NaN
59,0.3798118904232979,0.2553964518536963,0.3798118904232979,0.02882786732360449,0.3798118904232979,0.46262387186288834,NaN,-0.01,0.1112692728638649,0.0497109,-1164.2332458496094,-1164.6130676269531,0.3798118904232979,0.0353376604616642,2972.84130859375,1.6436098268283024,0.0011993019989363894,42.29884719848633,0.0498046875,NaN,NaN
60,0.37306400388479233,0.2565731273740073,0.37306400388479233,0.03045195610162435,0.37306400388479233,0.4528586119413376,NaN,-0.01,0.11118058860301971,0.049706,-1135.3922119140625,-1135.7652893066406,0.37306400388479233,0.035500455647706985,2972.84130859375,1.589872179714222,0.0012469947662750141,41.78519821166992,0.0498046875,NaN,NaN
61,0.37864257395267487,0.25779382183979394,0.37864257395267487,0.030826395064636598,0.37864257395267487,0.4610031843185425,NaN,-0.01,0.11108884960412979,0.049701100000000005,-1151.5497131347656,-1151.9283447265625,0.37864257395267487,0.03566933795809746,2972.84130859375,1.6392066560618934,0.00128977827406222,42.159122467041016,0.0498046875,NaN,NaN
62,0.3756648972630501,0.25897253259402647,0.3756648972630501,0.028905772838121443,0.3756648972630501,0.45657428354024887,NaN,-0.01,0.11099376529455185,0.0496962,-1138.9609680175781,-1139.3366394042969,0.3756648972630501,0.035832419991493225,2972.84130859375,1.7403235785937796,0.0013388395256376704,41.98448944091797,0.0498046875,NaN,NaN
63,0.376707099378109,0.2601498782618673,0.376707099378109,0.031612609615814476,0.376707099378109,0.4582146182656288,NaN,-0.01,0.11089551448822021,0.0496913,-1149.5949401855469,-1149.9716491699219,0.376707099378109,0.03599530830979347,2972.84130859375,1.6336326646721882,0.0013850872719053926,41.974857330322266,0.0498046875,NaN,NaN
64,0.37663959711790085,0.26131477545042764,0.37663959711790085,0.029365762025814143,0.37663959711790085,0.4580145627260208,NaN,-0.01,0.11079404503107071,0.049686400000000006,-1143.5000915527344,-1143.8767395019531,0.37663959711790085,0.03615647554397583,2972.84130859375,1.6918111632606796,0.00143263246337392,42.075340270996094,0.0498046875,NaN,NaN
65,0.39380109310150146,0.2626396386269384,0.39380109310150146,0.02196329584528392,0.39380109310150146,0.48296626657247543,NaN,-0.01,0.11068940907716751,0.0496815,-1212.4288024902344,-1212.8226013183594,0.39380109310150146,0.03633977100253105,2972.84130859375,1.7083340908660678,0.0014809235650353797,43.578651428222656,0.0498046875,NaN,NaN
66,0.39325276017189026,0.26394576984238793,0.39325276017189026,0.026281132676196736,0.39325276017189026,0.48230985552072525,NaN,-0.01,0.11058097332715988,0.0496766,-1207.3877258300781,-1207.7809753417969,0.39325276017189026,0.036520469933748245,2972.84130859375,1.765441436870678,0.001543310552795674,43.33925247192383,0.0498046875,NaN,NaN
67,0.38675642758607864,0.2651738764198248,0.38675642758607864,0.02968692897237861,0.38675642758607864,0.4728541299700737,NaN,-0.01,0.11046900600194931,0.049671700000000006,-1176.0580139160156,-1176.4447937011719,0.38675642758607864,0.03669038042426109,2972.84130859375,1.60909192055893,0.0015997247071990253,42.75185012817383,0.0498046875,NaN,NaN
68,0.36438432335853577,0.2661659808892119,0.36438432335853577,0.030408454241094236,0.36438432335853577,0.4403008967638016,NaN,-0.01,0.11035393178462982,0.049666800000000004,-1121.2672424316406,-1121.6316223144531,0.36438432335853577,0.03682762756943703,2972.84130859375,1.5121974278021533,0.0016463780529486372,41.14143371582031,0.0498046875,NaN,NaN
69,0.3634301573038101,0.2671386226533579,0.3634301573038101,0.027555231771079155,0.3634301573038101,0.43880630284547806,NaN,-0.01,0.11023671925067902,0.0496619,-1113.3210144042969,-1113.6844177246094,0.3634301573038101,0.036962203681468964,2972.84130859375,1.39885520760598,0.001673655495813067,41.19772720336914,0.0498046875,NaN,NaN
70,0.3578083738684654,0.268045320165509,0.3578083738684654,0.028236527135868605,0.3578083738684654,0.4307679533958435,NaN,-0.01,0.11011718958616257,0.049657,-1094.7055053710938,-1095.0633239746094,0.3578083738684654,0.03708764165639877,2972.84130859375,1.4691094276903542,0.0017055647294270098,40.74285125732422,0.0498046875,NaN,NaN
71,0.3716219589114189,0.2690810865529681,0.3716219589114189,0.034537562332730275,0.3716219589114189,0.45096124708652496,NaN,-0.01,0.1099955141544342,0.049652100000000005,-1117.7572631835938,-1118.1288757324219,0.3716219589114189,0.037230949848890305,2972.84130859375,1.434691999930552,0.0017365237463054628,41.5055046081543,0.0498046875,NaN,NaN
72,0.36064448952674866,0.2699967205827059,0.36064448952674866,0.035400225291805934,0.36064448952674866,0.4351646155118942,NaN,-0.01,0.10987106710672379,0.0496472,-1104.9810180664062,-1105.3416748046875,0.36064448952674866,0.037357620894908905,2972.84130859375,1.4930744881410678,0.0017816652718885494,40.68091583251953,0.0498046875,NaN,NaN
73,0.35230815410614014,0.27081983491794026,0.35230815410614014,0.03643301820672789,0.35230815410614014,0.4233042299747467,NaN,-0.01,0.10974447429180145,0.0496423,-1087.51318359375,-1087.865478515625,0.35230815410614014,0.03747149556875229,2972.84130859375,1.499207637802951,0.0018137096643737766,40.047271728515625,0.0498046875,NaN,NaN
74,0.3498724400997162,0.27161036096975805,0.3498724400997162,0.03480361449111302,0.3498724400997162,0.4197575971484184,NaN,-0.01,0.10961607843637466,0.049637400000000005,-1072.0795593261719,-1072.429428100586,0.3498724400997162,0.03758086636662483,2972.84130859375,1.568176527483301,0.001839332879127342,39.92061233520508,0.0498046875,NaN,NaN
75,0.3550174608826637,0.27244443196888707,0.3550174608826637,0.032419672148960445,0.3550174608826637,0.42696455121040344,NaN,-0.01,0.1094859316945076,0.0496325,-1084.6291198730469,-1084.984130859375,0.3550174608826637,0.03769625723361969,2972.84130859375,1.4163690706753094,0.0018657185985201713,40.374935150146484,0.0498046875,NaN,NaN
76,0.3731014057993889,0.27345100170719205,0.3731014057993889,0.03201578637830343,0.3731014057993889,0.4529851898550987,NaN,-0.01,0.10935380309820175,0.0496276,-1142.4672546386719,-1142.8403625488281,0.3731014057993889,0.03783552348613739,2972.84130859375,1.868660336142937,0.0018995475380261075,41.68447494506836,0.0498046875,NaN,NaN
77,0.4119717702269554,0.2748362093923897,0.4119717702269554,0.026757487062020118,0.4119717702269554,0.5103379189968109,NaN,-0.01,0.10921904444694519,0.049622700000000006,-1253.5731811523438,-1253.9851379394531,0.4119717702269554,0.038027167320251465,2972.84130859375,2.0647715920940013,0.0019514017586907326,44.60750961303711,0.0498046875,NaN,NaN
78,0.3746281564235687,0.2758341288627015,0.3746281564235687,0.024019558664047428,0.3746281564235687,0.4548739716410637,NaN,-0.01,0.10908035188913345,0.049617800000000004,-1135.9227905273438,-1136.2974243164062,0.3746281564235687,0.03816520422697067,2972.84130859375,1.5876543032257453,0.0020293985541473708,42.11222839355469,0.0498046875,NaN,NaN
79,0.3720625415444374,0.27679641298951885,0.3720625415444374,0.025343418001922875,0.3720625415444374,0.4511941969394684,NaN,-0.01,0.1089400202035904,0.0496129,-1148.2041625976562,-1148.5762329101562,0.3720625415444374,0.038298338651657104,2972.84130859375,1.6466693762376414,0.002056620719556128,41.90100860595703,0.0498046875,NaN,NaN
80,0.3775559067726135,0.27780400792734977,0.3775559067726135,0.025049384617827873,0.3775559067726135,0.4591771140694618,NaN,-0.01,0.10879810154438019,0.049608,-1145.2678833007812,-1145.6454467773438,0.3775559067726135,0.038437750190496445,2972.84130859375,1.6554738743538093,0.002083799004179908,42.29813766479492,0.0498046875,NaN,NaN
