step,Gt,Sm_avg,Sm_std,Rm_avg,Rm_std,lambda_max_est,gamma_t,noise_std,module_loss_avg,meta_loss,cls_norm,cls_density
0,0.029262272641062737,0.029262270778417587,0.0007472906145267189,0.0,0.0,-103.61625671386719,0.10500000000000001,0.1,0.0,0.0,3.69756817817688,1.0
100,4.982248306274414,4.982248306274414,0.13783007860183716,-0.11047633737325668,0.05634980648756027,,0.009999999776482582,0.09910000000000001,49.7744026184082,0.0,52.51338577270508,1.0
200,415539.84375,415539.84375,8275.119140625,-22688.15625,5824.33349609375,,0.009999999776482582,0.09820000000000001,10461011.166666666,0.0,14928.7734375,1.0
300,9678438268928.0,9678438268928.0,100329398272.0,-546502082560.0,85872091136.0,,0.009999999776482582,0.09730000000000001,252712576177493.34,0.0,72305408.0,1.0
400,7.801571560745075e+19,7.801571560745075e+19,7.641060867592684e+17,-4.3830038176464896e+18,6.714870068066386e+17,,0.009999999776482582,0.0964,3.003913617830073e+21,0.0,205363855360.0,1.0
