step,Gt_log,Gt_log_EMA,Sm_log_avg,Sm_log_std,Sm_log_cls_avg,Sm_raw_cls_avg,TaskHead_Sm_log_task,TaskHead_Sm_raw_task,lambda_max_est,lambda_max_EMA,gamma_t,noise_std,module_loss_avg,module_policy_loss_avg,module_pred_loss_avg,meta_loss,module_entropy_avg,module_grad_norm_avg,meta_grad_norm,cls_norm,cls_density,OOD_Accuracy,OOD_Loss
0,0.14919505640864372,0.14919505640864372,0.14919505640864372,0.0006594933684015218,0.14919505640864372,0.16089964285492897,9.982434272766113,21627.849609375,NaN,-0.01,0.09391823410987854,0.05,-7846.90242767334,-7849.547325134277,2.6448037028312683,0.020641552284359932,2972.84130859375,0.034283286189549705,0.002601280392533516,25.462646484375,0.0498046875,NaN,NaN
1,0.2167777456343174,0.14987088330090045,0.2167777456343174,0.01123931010421506,0.2167777456343174,0.242146797478199,7.6569108963012695,2128.4599609375,NaN,-0.01,0.09421934187412262,0.0499951,-6190.1458740234375,-6192.2767333984375,2.131005510687828,0.020736783742904663,2972.84130859375,6.0747313199897075,0.00045464652364045,30.668426513671875,0.0498046875,NaN,NaN
2,0.26057181879878044,0.15097789265587924,0.26057181879878044,0.01842849943931371,0.26057181879878044,0.29789382964372635,6.793726921081543,895.6815185546875,NaN,-0.01,0.09428170323371887,0.049990200000000005,-5698.337432861328,-5700.296371459961,1.9590035788714886,0.02088955231010914,2972.84130859375,7.632249595079267,0.001378423814205024,33.831661224365234,0.0498046875,NaN,NaN
3,0.27672357112169266,0.15223534944053738,0.27672357112169266,0.027100280733126987,0.27672357112169266,0.3192911595106125,8.662225723266602,5764.97705078125,NaN,-0.01,0.09421749413013458,0.0499853,-7042.659210205078,-7045.101593017578,2.442280061542988,0.021062998101115227,2972.84130859375,13.45032009912513,0.0020710293241878305,34.75379943847656,0.0498046875,NaN,NaN
4,0.30285613238811493,0.15374155727001315,0.30285613238811493,0.034090853707111596,0.30285613238811493,0.3545168489217758,9.924758911132812,20440.38671875,NaN,-0.01,0.09409686177968979,0.0499804,-7925.059722900391,-7927.843887329102,2.7840457633137703,0.021271342411637306,2972.84130859375,20.042367643744342,0.00215894172671455,36.45957946777344,0.0498046875,NaN,NaN
5,0.3122357428073883,0.1553264991253869,0.3122357428073883,0.03440245229427637,0.3122357428073883,0.3672963082790375,9.284621238708496,10878.439453125,NaN,-0.01,0.09396101534366608,0.049975500000000006,-7624.521209716797,-7627.154571533203,2.6333910450339317,0.02149084396660328,2972.84130859375,19.225946984713985,0.0019594290768460416,37.128761291503906,0.0498046875,NaN,NaN
6,0.3260398358106613,0.15703363249223964,0.3260398358106613,0.030668251313563454,0.3260398358106613,0.3861299008131027,8.005221366882324,3043.673095703125,NaN,-0.01,0.09382947534322739,0.049970600000000004,-6775.216690063477,-6777.544128417969,2.327345073223114,0.021727295592427254,2972.84130859375,20.480678853029453,0.0016657612553985773,38.22487258911133,0.0498046875,NaN,NaN
7,0.33816494792699814,0.15884494564658722,0.33816494792699814,0.033152787290088005,0.33816494792699814,0.4031524583697319,7.60744571685791,2026.2392578125,NaN,-0.01,0.09370969235897064,0.0499657,-6451.164611816406,-6453.404861450195,2.2400263473391533,0.021978117525577545,2972.84130859375,18.785776615811066,0.001376740606680571,38.97792053222656,0.0498046875,NaN,NaN
8,0.33253633975982666,0.1605818595877196,0.33253633975982666,0.033733061933669935,0.33253633975982666,0.3953044265508652,0.03467526286840439,0.003378715366125107,NaN,-0.01,0.0936029776930809,0.0499608,-753.6059074401855,-753.9471244812012,0.3412051573395729,0.022218579426407814,2972.84130859375,1.310442723021462,0.0011322997588851355,38.57731246948242,0.0498046875,NaN,NaN
9,0.3489738032221794,0.1624657790240642,0.3489738032221794,0.03277485326535973,0.3489738032221794,0.4183831661939621,8.527562141418457,5041.68359375,NaN,-0.01,0.09350793063640594,0.049955900000000004,-7225.994201660156,-7228.475158691406,2.4808643609285355,0.022479332983493805,2972.84130859375,27.305217469287633,0.0009434491294230284,39.832618713378906,0.0498046875,NaN,NaN
10,0.3586050048470497,0.16442717128229406,0.3586050048470497,0.0325984099262759,0.3586050048470497,0.4321015179157257,9.150915145874023,9354.1015625,NaN,-0.01,0.09342265874147415,0.049951,-7744.958908081055,-7747.605361938477,2.6463338434696198,0.02275077812373638,2972.84130859375,29.29906944273491,0.0008043993059608923,40.584781646728516,0.0498046875,NaN,NaN
11,0.3598165437579155,0.16638106500705027,0.3598165437579155,0.0342324409601563,0.3598165437579155,0.4339173883199692,10.271538734436035,28809.892578125,NaN,-0.01,0.09334509074687958,0.0499461,-8060.157196044922,-8063.085113525391,2.927701160311699,0.02302115596830845,2972.84130859375,33.38802937614155,0.0007056725976487452,40.62464141845703,0.0498046875,NaN,NaN
12,0.35245345532894135,0.16824178891026917,0.35245345532894135,0.03677569468804446,0.35245345532894135,0.4235292673110962,7.749495029449463,2327.491943359375,NaN,-0.01,0.09327340871095657,0.049941200000000005,-6489.118545532227,-6491.408447265625,2.2898271456360817,0.023278633132576942,2972.84130859375,24.619040923394312,0.000636474417063111,39.97252655029297,0.0498046875,NaN,NaN
13,0.36195579171180725,0.17017892893828454,0.36195579171180725,0.0361575235880939,0.36195579171180725,0.4370875209569931,4.982044219970703,151.48318481445312,NaN,-0.01,0.09320622682571411,0.0499363,-4505.335388183594,-4506.9427490234375,1.6074668318033218,0.023546680808067322,2972.84130859375,18.046286827420086,0.0005881065344563142,40.72890090942383,0.0498046875,NaN,NaN
14,0.37208549678325653,0.17219799461673424,0.37208549678325653,0.034080417261537294,0.37208549678325653,0.4516107738018036,6.748773097991943,866.9737548828125,NaN,-0.01,0.09314270317554474,0.0499314,-5840.67333984375,-5842.732574462891,2.0592787489295006,0.023826057091355324,2972.84130859375,21.369726780769362,0.0005541013971222978,41.50748062133789,0.0498046875,NaN,NaN
15,0.3931671530008316,0.1744076862005752,0.3931671530008316,0.03252258445326143,0.3931671530008316,0.4824595972895622,7.27964973449707,1416.8438720703125,NaN,-0.01,0.09308212995529175,0.049926500000000006,-6087.608917236328,-6089.821838378906,2.213079571723938,0.024131808429956436,2972.84130859375,25.809670302755315,0.0005308259423339614,42.992183685302734,0.0498046875,NaN,NaN
16,0.40378063917160034,0.17670141573028544,0.40378063917160034,0.03345997390793513,0.40378063917160034,0.4983246549963951,7.941539287567139,2790.919921875,NaN,-0.01,0.09302404522895813,0.049921600000000003,-6824.919616699219,-6827.308532714844,2.3891655653715134,0.0244491808116436,2972.84130859375,33.90997356770796,0.0005152584599165372,43.70109558105469,0.0498046875,NaN,NaN
17,0.38021309673786163,0.1787365325403612,0.38021309673786163,0.0325089189291772,0.38021309673786163,0.4633788987994194,9.967248916625977,21266.17578125,NaN,-0.01,0.0929679423570633,0.0499167,-8029.943359375,-8032.815521240234,2.872025303542614,0.024730773642659187,2972.84130859375,37.74284852510512,0.0005043689112802863,42.1225700378418,0.0498046875,NaN,NaN
18,0.37153710424900055,0.1806645382574476,0.37153710424900055,0.03355449305673316,0.37153710424900055,0.45078861713409424,9.764654159545898,17411.2734375,NaN,-0.01,0.09291325509548187,0.049911800000000006,-8109.732727050781,-8112.545196533203,2.8127005472779274,0.024997541680932045,2972.84130859375,33.83152684664931,0.0004953716172956502,41.486412048339844,0.0498046875,NaN,NaN
19,0.35702772438526154,0.18242817011872575,0.35702772438526154,0.0330479233602411,0.35702772438526154,0.4298659712076187,8.410981178283691,4483.45751953125,NaN,-0.01,0.0928599089384079,0.049906900000000004,-6986.183853149414,-6988.643859863281,2.459772899746895,0.025241568684577942,2972.84130859375,30.764674986072496,0.00048605508733544985,40.49834442138672,0.0498046875,NaN,NaN
20,0.35448670387268066,0.1841487554562653,0.35448670387268066,0.030727384432094898,0.35448670387268066,0.4261298105120659,8.867319107055664,7061.80859375,NaN,-0.01,0.09280777722597122,0.049902,-7567.014556884766,-7569.5859375,2.571316495537758,0.0254796352237463,2972.84130859375,29.71416933591662,0.00047668424777189155,40.384544372558594,0.0498046875,NaN,NaN
